################################################################################
# Symmetry function scaling data.
################################################################################
# Col  Name     Description
################################################################################
# 1    e_index  Element index.
# 2    sf_index Symmetry function index.
# 3    sf_min   Symmetry function minimum.
# 4    sf_max   Symmetry function maximum.
# 5    sf_mean  Symmetry function mean.
# 6    sf_sigma Symmetry function sigma.
#########################################################################################################################
#        1          2                        3                        4                        5                        6
#  e_index   sf_index                   sf_min                   sf_max                  sf_mean                 sf_sigma
#########################################################################################################################
         1         17   0.0000000000000000E+00   1.0082880801664333E+00   3.4214539444594577E-01   1.9067247621409181E-01
         1         18   0.0000000000000000E+00   1.2682336317965772E+00   3.1640304929200957E-01   2.8055928449866863E-01
         1         19   0.0000000000000000E+00   9.4491261355826606E-01   2.2472798755910908E-01   1.8651466599749841E-01
         1         20   0.0000000000000000E+00   8.4763971944368812E+00   2.7136749469547699E+00   1.4469280616201636E+00
         1         21   0.0000000000000000E+00   1.0748266623525652E+01   2.5594430888825102E+00   2.2369928434807336E+00
         1         22   0.0000000000000000E+00   8.3310835332364412E+00   1.8447515843343558E+00   1.4677521800256366E+00
         1         23   0.0000000000000000E+00   5.4920718713832750E+00   1.2251966788062725E+00   9.8974988439076672E-01
         1         24   0.0000000000000000E+00   7.0984780943659134E+00   2.3659364596063628E+00   1.2535990506416719E+00
         1         25   0.0000000000000000E+00   8.9648573964089504E+00   2.1609852212891631E+00   1.9079811396232944E+00
         1         26   0.0000000000000000E+00   2.0151085986421946E+00   6.8040440832659133E-01   3.4215728864783274E-01
         1         27   0.0000000000000000E+00   2.4366352936956055E+00   6.1025581627071757E-01   5.3688345124334014E-01
         1         28   0.0000000000000000E+00   1.9107057337718865E+00   4.1357536437724746E-01   3.3507079068976731E-01
         1         29   0.0000000000000000E+00   3.7491199988472510E+00   1.2410516498185900E+00   6.6384844795334430E-01
         1         30   0.0000000000000000E+00   4.6463680586300331E+00   1.1619946003598867E+00   1.0220598394952172E+00
         1         31   0.0000000000000000E+00   3.7008020071429568E+00   8.0031439038070928E-01   6.5817802345727350E-01
         1         32   0.0000000000000000E+00   5.0690549049959621E+00   1.7455070211703130E+00   9.2619761538313983E-01
         1         33   0.0000000000000000E+00   4.7395800473405361E+00   1.0875079496195568E+00   8.5576810518983482E-01
         1         34   0.0000000000000000E+00   6.4205420500730581E-04   2.7311713823428941E-05   4.5874537555199330E-05
         1         35   0.0000000000000000E+00   1.2836623430994302E-03   3.4533611434369887E-05   7.3599446845206383E-05
         1         36   0.0000000000000000E+00   1.3626496616377032E-03   2.4455103135484753E-05   6.1687379816151221E-05
         1         37   0.0000000000000000E+00   2.5700375903100030E-02   1.6751907255405465E-03   2.3422260786851502E-03
         1         38   0.0000000000000000E+00   1.7800106588270685E-02   2.2470337990741149E-03   2.6983259004395113E-03
         1         39   0.0000000000000000E+00   1.8763263654526765E-02   2.7257245853509579E-03   2.8261683533317493E-03
         1         40   0.0000000000000000E+00   4.9431816113663700E-02   3.3553392687017719E-03   5.1002811019575543E-03
         1         41   0.0000000000000000E+00   1.3997368055798995E-02   2.2048753139217677E-03   2.6189859287321679E-03
         1         42   0.0000000000000000E+00   4.3603040244747766E-02   2.0084641911556483E-03   2.9747057701447416E-03
         1         43   0.0000000000000000E+00   7.2741228484792808E-02   4.8540260457811393E-03   6.6956289417763031E-03
         1         44   0.0000000000000000E+00   5.4227858950188529E-02   6.9016078713257066E-03   8.1810653062202136E-03
         1         45   0.0000000000000000E+00   6.4647857851531057E-02   9.7803226162226555E-03   1.0325602851757855E-02
         1         46   0.0000000000000000E+00   1.4149587845445968E-01   9.8698796926956333E-03   1.4647521955340154E-02
         1         47   0.0000000000000000E+00   4.6439163178850079E-02   7.2545400282126218E-03   8.3379673697107689E-03
         1         48   0.0000000000000000E+00   1.0701323805938884E-01   5.0980696021857494E-03   8.2233277435492177E-03
         1         49   0.0000000000000000E+00   2.2086443690754499E-03   9.0319136400299449E-05   1.5124532963251686E-04
         1         50   0.0000000000000000E+00   1.6622814218965861E-03   1.3080066139510690E-04   1.5470619040245349E-04
         1         51   0.0000000000000000E+00   5.2482204893325932E-03   2.0207386489986599E-04   3.0381059750151241E-04
         1         52   0.0000000000000000E+00   3.4932526473293563E-02   2.2395916136370795E-03   3.0999120042367540E-03
         1         53   0.0000000000000000E+00   2.8412817340982652E-02   3.3284904663549233E-03   3.9370843340761639E-03
         1         54   0.0000000000000000E+00   3.5444996758536587E-02   5.1098159850920290E-03   5.5043351699537724E-03
         1         55   0.0000000000000000E+00   7.1547796176798212E-02   4.7827762129415254E-03   7.0564215974293866E-03
         1         56   0.0000000000000000E+00   2.5539274688156321E-02   3.7621215458150349E-03   4.2936978241593015E-03
         1         57   0.0000000000000000E+00   4.9365371985488238E-02   2.4681295407372422E-03   4.1486022131829083E-03
         1         58   0.0000000000000000E+00   5.6732094208831463E-03   6.9097735587054956E-04   7.4558181894793815E-04
         1         59   0.0000000000000000E+00   1.3769701466110654E-02   5.0504802958223924E-04   8.2096246594805819E-04
         1         60   0.0000000000000000E+00   2.0237195053867511E-02   1.0588003301575523E-03   1.6580172026309031E-03
         1         61   0.0000000000000000E+00   1.5690603951747182E-02   1.6689419449764848E-03   2.1293874242320453E-03
         1         62   0.0000000000000000E+00   1.9817818426210883E-02   2.5254472565081577E-03   2.7756395601082314E-03
         1         63   0.0000000000000000E+00   1.5915960072048183E-02   1.9898630373072312E-03   2.3487726895802408E-03
         1         64   0.0000000000000000E+00   1.5509126032092733E-02   6.9348903477309070E-04   1.2544363636974997E-03
         2          1   0.0000000000000000E+00   2.3254631630308936E-01   1.5154688598164268E-02   2.5609270668567136E-02
         2          2   0.0000000000000000E+00   5.4113540772279134E-01   1.8864696098075351E-01   6.9438902866827537E-02
         2          3   0.0000000000000000E+00   4.4941199381935804E-01   2.3099039675904876E-02   3.7842578697235306E-02
         2          4   0.0000000000000000E+00   1.3102661764935097E-01   8.1941418215611041E-03   1.3969914187613315E-02
         2          5   0.0000000000000000E+00   3.0261633444055008E-01   5.0460975550820526E-02   2.1858913566703508E-02
         2          6   0.0000000000000000E+00   4.0340329421865211E-02   2.0230103154641357E-03   3.5666175951522081E-03
         2          7   0.0000000000000000E+00   9.7455023039941330E-02   3.9528032404304442E-03   7.2952569586814007E-03
         2          8   0.0000000000000000E+00   1.4936132628618448E-01   8.7356471654973598E-03   4.8491183402190495E-03
         2          9   0.0000000000000000E+00   1.8609503593757304E+00   1.6391507878456565E-01   2.5432903399239548E-01
         2         10   7.9136993376902262E-03   3.0618243828437453E+00   1.7643874239207695E+00   5.0878310851142861E-01
         2         11   0.0000000000000000E+00   2.6712995405995397E+00   1.9314419575598257E-01   2.6086781346435278E-01
         2         12   7.9991969916885577E-02   3.7536254253244428E+00   2.2857940273087238E+00   6.2432890954888631E-01
         2         13   0.0000000000000000E+00   2.5732383333585709E+00   2.6328538352479813E-01   3.9471107113060100E-01
         2         14   1.7868929598630335E-02   4.6131243520383762E+00   2.7641588852417733E+00   7.5534565719925473E-01
         2         15   0.0000000000000000E+00   3.5793493195991513E+00   2.9762264079892364E-01   3.7602706164751853E-01
         2         16   0.0000000000000000E+00   6.8113354525670777E-01   7.6040471829026721E-02   1.1012562550803243E-01
         2         17   6.0692111542231461E-02   1.2939796317039192E+00   7.7618281256651622E-01   2.1222960517122008E-01
         2         18   0.0000000000000000E+00   1.0318285694365241E+00   8.8753835365913428E-02   1.1268021021698273E-01
         2         19   0.0000000000000000E+00   6.2960186779573561E+00   6.1510551346978648E-01   9.0518390425049933E-01
         2         20   2.0540649781880238E-01   1.0757099434595167E+01   6.4887296579535301E+00   1.7861956055436334E+00
         2         21   0.0000000000000000E+00   8.9166934781624505E+00   7.1657641553321039E-01   9.0437604679963657E-01
         2         22   0.0000000000000000E+00   4.9370901734010388E+00   5.1934498169367516E-01   7.5080178679776965E-01
         2         23   2.4695060482444503E-01   8.9382883412993195E+00   5.4353651278443840E+00   1.4850057074243848E+00
         2         24   0.0000000000000000E+00   7.0602190869728290E+00   6.0866326723788555E-01   7.6313723284328239E-01
         2         25   0.0000000000000000E+00   1.5079223321143589E+00   1.4666148227543357E-01   2.1332475753765567E-01
         2         26   9.3053143587377984E-02   2.5402800004468076E+00   1.5450925015646297E+00   4.1744388494493467E-01
         2         27   0.0000000000000000E+00   2.0211219399174007E+00   1.7047400025910270E-01   2.1485827292679968E-01
         2         28   0.0000000000000000E+00   2.6742600505155538E+00   2.7925969067573880E-01   4.0499463831017746E-01
         2         29   2.4668783293590466E-01   4.8159501662919535E+00   2.8630514566392855E+00   7.8839365097270131E-01
         2         30   0.0000000000000000E+00   3.9679454776944159E+00   3.2279451733105619E-01   4.0675365058761981E-01
         2         31   0.0000000000000000E+00   3.6709998033074278E+00   3.7499421464792881E-01   5.6936721480747587E-01
         2         32   0.0000000000000000E+00   5.0595417522259956E+00   4.1667724976459380E-01   5.2932282571181088E-01
         2         33   0.0000000000000000E+00   2.3781238221211687E-03   7.1214377883946302E-05   7.1267007347296186E-05
         2         34   0.0000000000000000E+00   5.0918081153491167E-04   1.6379652730658742E-05   3.0801276481311463E-05
         2         35   0.0000000000000000E+00   1.8451182511965204E-03   2.1312508814686816E-04   2.1080758392569564E-04
         2         36   0.0000000000000000E+00   9.5703916259564693E-04   3.6364663262138326E-05   5.8984763412773328E-05
         2         37   0.0000000000000000E+00   1.9160299668644846E-03   6.1755050046191128E-06   3.3768353540728295E-05
         2         38   0.0000000000000000E+00   1.9109605570006225E-02   3.0910277715166828E-04   1.0350857774520106E-03
         2         39   0.0000000000000000E+00   1.8330093670005390E-02   1.6609931811284986E-03   2.3059994300133023E-03
         2         40   0.0000000000000000E+00   2.1147493300918484E-02   5.7550156874686586E-04   1.4663079594694720E-03
         2         41   0.0000000000000000E+00   6.7718602411819068E-02   1.5559262525123263E-02   8.8932574012434377E-03
         2         42   0.0000000000000000E+00   2.4729372171558430E-02   2.3521025412113262E-03   3.1135617587497934E-03
         2         43   0.0000000000000000E+00   5.2613753382351587E-02   4.9314543523342001E-04   1.5999376735033818E-03
         2         44   0.0000000000000000E+00   4.8733745404698464E-02   7.9023401933075717E-04   2.6368002126648448E-03
         2         45   0.0000000000000000E+00   5.5620550080099904E-02   4.6957843032675514E-03   6.3042651597829099E-03
         2         46   0.0000000000000000E+00   6.3774066057765560E-02   1.6978595997126397E-03   4.4040219275598988E-03
         2         47   0.0000000000000000E+00   1.5306318424097529E-01   4.4440778564131707E-02   2.4814015507499679E-02
         2         48   0.0000000000000000E+00   9.4495833945199517E-02   6.9189201976728801E-03   8.9747944976485156E-03
         2         49   0.0000000000000000E+00   1.2810639439083824E-01   1.2057373481173977E-03   3.5884686276095668E-03
         2         50   0.0000000000000000E+00   1.5882624145234609E-03   2.2380824289866123E-05   8.0204859167515120E-05
         2         51   0.0000000000000000E+00   2.2206270313278086E-03   4.0098257658687688E-05   9.8527433671789357E-05
         2         52   0.0000000000000000E+00   6.7934054320032281E-03   5.3735482978662347E-05   2.1776379854399969E-04
         2         53   0.0000000000000000E+00   2.1313607128363679E-02   3.4329164234077141E-04   1.1396159180014152E-03
         2         54   0.0000000000000000E+00   2.8412817340982683E-02   2.2081000557533570E-03   2.9269483643338499E-03
         2         55   0.0000000000000000E+00   3.1964880607924372E-02   8.1628707163719364E-04   2.1018666904737454E-03
         2         56   0.0000000000000000E+00   7.6705002742550293E-02   2.1271919107714074E-02   1.2128943479346902E-02
         2         57   0.0000000000000000E+00   5.3217335007967360E-02   3.3906446737274141E-03   4.4005279629526842E-03
         2         58   0.0000000000000000E+00   5.9837973108008487E-02   5.6109291882476455E-04   1.6204779591559723E-03
         2         59   0.0000000000000000E+00   1.7099616999585995E-02   1.3528080643323889E-04   4.7243590984075460E-04
         2         60   0.0000000000000000E+00   1.4035218453200080E-02   1.9171245454065774E-04   6.7623045197387521E-04
         2         61   0.0000000000000000E+00   2.1970609555680330E-02   4.6280491782402765E-04   1.2666955092750186E-03
         2         62   0.0000000000000000E+00   3.0477700648397339E-02   1.9357566436038148E-03   2.6121085644618108E-03
         2         63   0.0000000000000000E+00   1.3295627141334134E-02   9.2864380335434859E-04   1.3068508139020911E-03
         2         64   0.0000000000000000E+00   3.2388699163526199E-02   2.4743181256014666E-04   8.1376326603701523E-04
         3          1   0.0000000000000000E+00   3.0534156731092249E-01   5.9706922165918601E-02   5.5350705835338250E-02
         3          2   0.0000000000000000E+00   4.3901547981743599E-01   9.3782662706048167E-02   8.0042912917820133E-02
         3          3   0.0000000000000000E+00   3.1798280282981040E-01   8.2472719877755049E-02   7.0821348778998372E-02
         3          4   0.0000000000000000E+00   2.3885377271341673E-01   5.1412905106136560E-02   4.6549485993019502E-02
         3          5   0.0000000000000000E+00   7.0133934501018430E-02   8.9983541159732207E-03   9.2467092287194415E-03
         3          6   0.0000000000000000E+00   9.7069580610931488E-02   1.6048477263206434E-02   1.4082472140465558E-02
         3          7   0.0000000000000000E+00   1.3197414192131851E-01   1.7953753951298862E-02   1.8504376560725757E-02
         3          8   0.0000000000000000E+00   8.2064371094735036E-02   7.0949111596717730E-03   8.2612192623211563E-03
         3          9   0.0000000000000000E+00   2.0345747731280301E+00   5.1484836434085313E-01   4.0852041972508035E-01
         3         10   0.0000000000000000E+00   3.0954794917997921E+00   7.8417013080889808E-01   6.6987684339317433E-01
         3         11   0.0000000000000000E+00   1.8888161099797887E+00   5.8669151495372540E-01   3.7658689523174094E-01
         3         12   0.0000000000000000E+00   2.7835817090239923E+00   7.4245263784722171E-01   5.5598882887772483E-01
         3         13   0.0000000000000000E+00   4.6389840941046696E+00   1.2083551579351703E+00   1.0499445409204053E+00
         3         14   0.0000000000000000E+00   3.7701956812091120E+00   1.2436278735208215E+00   7.7082776236223161E-01
         3         15   0.0000000000000000E+00   7.4445320161868467E-01   2.1927541405891593E-01   1.7949308845485118E-01
         3         16   0.0000000000000000E+00   1.2830126046059556E+00   3.6034272951494561E-01   3.1294134048496786E-01
         3         17   0.0000000000000000E+00   1.0398713814893850E+00   3.1623922123752346E-01   2.0495429970751797E-01
         3         18   0.0000000000000000E+00   6.8540117286484765E+00   1.7999923902863284E+00   1.3970708176825779E+00
         3         19   0.0000000000000000E+00   1.0930525792323742E+01   2.9093176696501577E+00   2.4947975104772260E+00
         3         20   0.0000000000000000E+00   8.5560425826951878E+00   2.7700880371396148E+00   1.7031305677825919E+00
         3         21   0.0000000000000000E+00   5.3797507950902732E+00   1.4646923648264996E+00   1.1368479533768590E+00
         3         22   0.0000000000000000E+00   7.1949764246998837E+00   2.3337730165063970E+00   1.4713213630488902E+00
         3         23   0.0000000000000000E+00   1.6282834585903927E+00   4.0354078836991780E-01   3.2018919846764216E-01
         3         24   0.0000000000000000E+00   2.4751724536071404E+00   6.9212858589645743E-01   5.9791873125467521E-01
         3         25   0.0000000000000000E+00   2.0238280307443266E+00   6.8866584814129783E-01   4.1118980794689147E-01
         3         26   0.0000000000000000E+00   2.9639182584897532E+00   7.8089636824554798E-01   6.3009318144070581E-01
         3         27   0.0000000000000000E+00   4.7109254882398908E+00   1.3105535886757236E+00   1.1420719963709745E+00
         3         28   0.0000000000000000E+00   3.9109541357386362E+00   1.2179479519914005E+00   7.8259034629132751E-01
         3         29   0.0000000000000000E+00   3.9531328223653115E+00   1.0611217522804943E+00   7.9517375675452795E-01
         3         30   0.0000000000000000E+00   5.4169076782968890E+00   1.7653635185496153E+00   1.0908159007283647E+00
         3         31   0.0000000000000000E+00   9.1490827164389583E-04   4.2849002592561802E-05   7.4666626023859047E-05
         3         32   0.0000000000000000E+00   1.7681121257889058E-03   7.1778124903008024E-05   1.1361581270790358E-04
         3         33   0.0000000000000000E+00   1.2904324640271244E-03   5.1186256859753405E-05   9.3202210490660390E-05
         3         34   0.0000000000000000E+00   7.8562056921104614E-04   3.4386538495914620E-05   6.3712095775152961E-05
         3         35   0.0000000000000000E+00   2.2201965220462831E-04   3.6872076373273627E-06   7.3652532262461926E-06
         3         36   0.0000000000000000E+00   2.6379504688445421E-04   6.5358283725571158E-06   1.3570815747973930E-05
         3         37   0.0000000000000000E+00   2.4759693365344778E-02   2.0672380435061161E-03   2.8277964157605645E-03
         3         38   0.0000000000000000E+00   2.0740165863945892E-02   2.6895655897651665E-03   3.1751136823627971E-03
         3         39   0.0000000000000000E+00   2.7787479372907490E-02   3.4810250202475966E-03   4.2163625271640463E-03
         3         40   0.0000000000000000E+00   5.6917289316203164E-02   5.1205423631080476E-03   6.2993139499218052E-03
         3         41   0.0000000000000000E+00   3.0141134414634330E-02   3.4308714088871640E-03   4.0685049019745590E-03
         3         42   0.0000000000000000E+00   6.2364284376029692E-02   4.0340684918984153E-03   5.3001579545554735E-03
         3         43   0.0000000000000000E+00   4.4528650841255409E-02   6.5403360278791850E-03   7.5554200417346437E-03
         3         44   0.0000000000000000E+00   7.9215383712369400E-02   1.0387191012690844E-02   1.1889659370996676E-02
         3         45   0.0000000000000000E+00   1.5740800105747102E-01   1.3699746503009515E-02   1.7180459809528023E-02
         3         46   0.0000000000000000E+00   9.4495833945199434E-02   1.0364139403990771E-02   1.1904310644388960E-02
         3         47   0.0000000000000000E+00   7.8667373236484872E-02   8.9421765136888688E-03   1.1719576964319311E-02
         3         48   0.0000000000000000E+00   1.3342843898304370E-02   1.3688215659513070E-03   2.0836202807905111E-03
         3         49   0.0000000000000000E+00   3.1080381761993472E-03   1.8291928600501069E-04   2.9724189918079488E-04
         3         50   0.0000000000000000E+00   2.9575480790742935E-03   2.4438316928425641E-04   3.0726397724244100E-04
         3         51   0.0000000000000000E+00   3.5195474449085926E-03   2.8449011271118249E-04   3.9297923845928672E-04
         3         52   0.0000000000000000E+00   4.7871829423168869E-03   4.3929994793284505E-04   7.7212588203622371E-04
         3         53   0.0000000000000000E+00   2.7717000240768695E-02   1.4095252686163054E-03   1.8738767410451020E-03
         3         54   0.0000000000000000E+00   3.8713085664223185E-02   5.1254663272125136E-03   5.7474916125168050E-03
         3         55   0.0000000000000000E+00   5.3217335007967360E-02   5.3261074223192682E-03   6.0585254137645178E-03
         3         56   0.0000000000000000E+00   4.3249345055998534E-02   4.8021905710548410E-03   6.5510064672375280E-03
         3         57   0.0000000000000000E+00   7.1369364969447050E-03   5.3148782280253550E-04   7.7730982021691349E-04
         3         58   0.0000000000000000E+00   9.2388481616738714E-03   9.5796872807126312E-04   1.2332142217213096E-03
         3         59   0.0000000000000000E+00   8.6061698648746323E-03   8.8691587053444201E-04   1.2481384405959696E-03
         3         60   0.0000000000000000E+00   1.8772079380804257E-02   1.0377044400951198E-03   1.4708581271142798E-03
         3         61   0.0000000000000000E+00   1.5135533137616033E-02   1.7769060895684353E-03   2.1436580063317469E-03
         3         62   0.0000000000000000E+00   2.5730514924125647E-02   2.7764333460824808E-03   3.3865681406280083E-03
         3         63   0.0000000000000000E+00   2.3851408433590304E-02   2.4209604359372388E-03   3.2533599183209704E-03
         3         64   0.0000000000000000E+00   1.6504329632860082E-02   1.4228930332491772E-03   1.7456668814766921E-03
